2024/09/11 19:51:06 loop 0     | ticker DWTN       | targetTicker DWTN         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 28    | ticker JFBC       | targetTicker JFBC         | figi BBG000BCPFB7         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 28    | ticker JFBC       | targetTicker JFBC         | figi BBG000BCPFB7         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 29    | ticker MKH        | targetTicker MKH          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 29    | ticker MKH        | targetTicker MKH          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 30    | ticker VLFG       | targetTicker VLFG         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 30    | ticker VLFG       | targetTicker VLFG         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 31    | ticker ABB        | targetTicker ABB          | figi BBG000DK5Q25         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 31    | ticker ABB        | targetTicker ABB          | figi BBG000DK5Q25         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 32    | ticker CTT        | targetTicker CTT          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 32    | ticker CTT        | targetTicker CTT          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 33    | ticker FLR        | targetTicker FLR          | figi BBG000BB1TH9         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 33    | ticker FLR        | targetTicker FLR          | figi BBG000BB1TH9         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 34    | ticker FTHR       | targetTicker FTHR         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 34    | ticker FTHR       | targetTicker FTHR         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 35    | ticker TVIN       | targetTicker TVIN         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 35    | ticker TVIN       | targetTicker TVIN         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 36    | ticker UG         | targetTicker UG           | figi BBG000C2XCD4         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 36    | ticker UG         | targetTicker UG           | figi BBG000C2XCD4         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 37    | ticker XRX        | targetTicker XRX          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 37    | ticker XRX        | targetTicker XRX          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 38    | ticker CMRG       | targetTicker CMRG         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 38    | ticker CMRG       | targetTicker CMRG         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 39    | ticker JFBI       | targetTicker JFBI         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 39    | ticker JFBI       | targetTicker JFBI         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 40    | ticker NBSC       | targetTicker NBSC         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 40    | ticker NBSC       | targetTicker NBSC         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 41    | ticker VCMP       | targetTicker VCMP         | figi BBG000GBWF71         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 41    | ticker VCMP       | targetTicker VCMP         | figi BBG000GBWF71         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 42    | ticker ALSM       | targetTicker ALSM         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 42    | ticker ALSM       | targetTicker ALSM         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 43    | ticker BCRX       | targetTicker BCRX         | figi BBG000BLYWX6         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 43    | ticker BCRX       | targetTicker BCRX         | figi BBG000BLYWX6         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 44    | ticker BW         | targetTicker BW           | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 44    | ticker BW         | targetTicker BW           | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 45    | ticker NAB        | targetTicker NAB          | figi BBG000BPQR12         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 45    | ticker NAB        | targetTicker NAB          | figi BBG000BPQR12         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 46    | ticker NVS        | targetTicker NVS          | figi BBG000LYF3S8         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 46    | ticker NVS        | targetTicker NVS          | figi BBG000LYF3S8         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 47    | ticker SCKT       | targetTicker SCKT         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 47    | ticker SCKT       | targetTicker SCKT         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 48    | ticker SYNT       | targetTicker SYNT         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 48    | ticker SYNT       | targetTicker SYNT         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 49    | ticker TPPP       | targetTicker TPPP         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 49    | ticker TPPP       | targetTicker TPPP         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 50    | ticker CVG        | targetTicker CVG          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 50    | ticker CVG        | targetTicker CVG          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 51    | ticker EEP        | targetTicker EEP          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 51    | ticker EEP        | targetTicker EEP          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 52    | ticker MTSP       | targetTicker MTSP         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 52    | ticker MTSP       | targetTicker MTSP         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 53    | ticker MVSN       | targetTicker MVSN         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 53    | ticker MVSN       | targetTicker MVSN         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 54    | ticker REFR       | targetTicker REFR         | figi BBG000BS1F28         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 54    | ticker REFR       | targetTicker REFR         | figi BBG000BS1F28         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 55    | ticker GABC       | targetTicker GABC         | figi BBG000BH7CW0         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 55    | ticker GABC       | targetTicker GABC         | figi BBG000BH7CW0         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 56    | ticker LRCX       | targetTicker LRCX         | figi BBG000BNFLM9         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 56    | ticker LRCX       | targetTicker LRCX         | figi BBG000BNFLM9         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 57    | ticker XKD        | targetTicker XKD          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 57    | ticker XKD        | targetTicker XKD          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 58    | ticker SKE        | targetTicker SKE          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 58    | ticker SKE        | targetTicker SKE          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 59    | ticker CBTE       | targetTicker CBTE         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 59    | ticker CBTE       | targetTicker CBTE         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 60    | ticker EDGW       | targetTicker EDGW         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 60    | ticker EDGW       | targetTicker EDGW         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 61    | ticker KRO        | targetTicker KRO          | figi BBG000C3WK36         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 61    | ticker KRO        | targetTicker KRO          | figi BBG000C3WK36         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 62    | ticker PCOP       | targetTicker PCOP         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 62    | ticker PCOP       | targetTicker PCOP         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 63    | ticker PHI        | targetTicker PHI          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 63    | ticker PHI        | targetTicker PHI          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 64    | ticker EFII       | targetTicker EFII         | figi BBG00FZLLMZ1         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 64    | ticker EFII       | targetTicker EFII         | figi BBG00FZLLMZ1         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 65    | ticker FMC        | targetTicker FMC          | figi BBG000BJP882         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 65    | ticker FMC        | targetTicker FMC          | figi BBG000BJP882         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 66    | ticker KRY        | targetTicker KRY          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 66    | ticker KRY        | targetTicker KRY          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 67    | ticker SINA       | targetTicker SINA         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 67    | ticker SINA       | targetTicker SINA         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 68    | ticker DCAI       | targetTicker DCAI         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 68    | ticker DCAI       | targetTicker DCAI         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 69    | ticker JZR        | targetTicker JZR          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 69    | ticker JZR        | targetTicker JZR          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 70    | ticker MMUS       | targetTicker MMUS         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 70    | ticker MMUS       | targetTicker MMUS         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 71    | ticker VMO        | targetTicker VMO          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 71    | ticker VMO        | targetTicker VMO          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 72    | ticker WWVY       | targetTicker WWVY         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 72    | ticker WWVY       | targetTicker WWVY         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 73    | ticker CIMT       | targetTicker CIMT         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 73    | ticker CIMT       | targetTicker CIMT         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 74    | ticker EGBN       | targetTicker EGBN         | figi BBG000C3HB24         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 74    | ticker EGBN       | targetTicker EGBN         | figi BBG000C3HB24         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 75    | ticker SBAC       | targetTicker SBAC         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 75    | ticker SBAC       | targetTicker SBAC         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 76    | ticker SNMX       | targetTicker SNMX         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 76    | ticker SNMX       | targetTicker SNMX         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 77    | ticker TCR        | targetTicker TCR          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 77    | ticker TCR        | targetTicker TCR          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 78    | ticker AXE        | targetTicker AXE          | figi BBG00JXGL084         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 78    | ticker AXE        | targetTicker AXE          | figi BBG00JXGL084         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 79    | ticker CRGN       | targetTicker CRGN         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 79    | ticker CRGN       | targetTicker CRGN         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 80    | ticker HLYW       | targetTicker HLYW         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 80    | ticker HLYW       | targetTicker HLYW         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 81    | ticker JBO        | targetTicker JBO          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 81    | ticker JBO        | targetTicker JBO          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 82    | ticker SHBK       | targetTicker SHBK         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 82    | ticker SHBK       | targetTicker SHBK         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 83    | ticker BRE        | targetTicker BRE          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 83    | ticker BRE        | targetTicker BRE          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 84    | ticker SGF        | targetTicker SGF          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 84    | ticker SGF        | targetTicker SGF          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 85    | ticker CVI        | targetTicker CVI          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 85    | ticker CVI        | targetTicker CVI          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 86    | ticker MEG        | targetTicker MEG          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 86    | ticker MEG        | targetTicker MEG          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 87    | ticker NCO        | targetTicker NCO          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 87    | ticker NCO        | targetTicker NCO          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 88    | ticker SXA        | targetTicker SXA          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 88    | ticker SXA        | targetTicker SXA          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 89    | ticker TEF        | targetTicker TEF          | figi BBG000BV2R33         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 89    | ticker TEF        | targetTicker TEF          | figi BBG000BV2R33         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 90    | ticker RICK       | targetTicker RICK         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 90    | ticker RICK       | targetTicker RICK         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 91    | ticker TER        | targetTicker TER          | figi BBG000BV4DR6         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 91    | ticker TER        | targetTicker TER          | figi BBG000BV4DR6         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 92    | ticker TUNE       | targetTicker TUNE         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 92    | ticker TUNE       | targetTicker TUNE         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 93    | ticker BYD        | targetTicker BYD          | figi BBG000BHX9P6         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 93    | ticker BYD        | targetTicker BYD          | figi BBG000BHX9P6         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 94    | ticker CG         | targetTicker CG           | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 94    | ticker CG         | targetTicker CG           | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 95    | ticker HRT        | targetTicker HRT          | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 95    | ticker HRT        | targetTicker HRT          | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 96    | ticker HTBK       | targetTicker HTBK         | figi BBG000C48437         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 96    | ticker HTBK       | targetTicker HTBK         | figi BBG000C48437         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 97    | ticker NOVL       | targetTicker NOVL         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 97    | ticker NOVL       | targetTicker NOVL         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 98    | ticker WST        | targetTicker WST          | figi BBG000BX24N8         | date 2004-11-01 | action listing 2                           | error <nil>
2024/09/11 19:51:06 loop 98    | ticker WST        | targetTicker WST          | figi BBG000BX24N8         | date 2004-11-01 | action listing exec                        | error <nil>
2024/09/11 19:51:06 loop 99    | ticker FPWR       | targetTicker FPWR         | figi                      | date 2004-11-01 | action listing 4                           | error <nil>
2024/09/11 19:51:06 loop 99    | ticker FPWR       | targetTicker FPWR         | figi                      | date 2004-11-01 | action listing exec                        | error <nil>
