securityid,ticker,figi,mindate,maxdate
9913,PRFU,"",2006-09-20 00:00:00,2009-05-18 00:00:00
9908,PRFN,"",2006-09-20 00:00:00,2009-05-18 00:00:00
9910,PRFQ,"",2006-09-20 00:00:00,2009-05-18 00:00:00
9912,PRFG,"",2006-09-20 00:00:00,2009-05-18 00:00:00
9904,ANOR,"",2006-09-13 00:00:00,2006-11-07 00:00:00
9948,EASY,"",2006-09-26 00:00:00,2007-08-20 00:00:00
9942,TSX,"",2006-09-25 00:00:00,2007-10-21 00:00:00
9939,SBA,"",2006-09-25 00:00:00,2007-10-21 00:00:00
9950,EJS,"",2006-09-27 00:00:00,2007-10-21 00:00:00
9886,MRA,"",2006-08-31 00:00:00,2007-11-20 00:00:00
10004,IGO,"",2006-10-13 00:00:00,2007-11-27 00:00:00
9973,RRL,"",2006-10-05 00:00:00,2008-01-06 00:00:00
9960,ICZ,"",2006-09-29 00:00:00,2008-01-08 00:00:00
9974,MM,"",2006-10-05 00:00:00,2008-03-16 00:00:00
9967,QMARW,"",2006-10-03 00:00:00,2008-04-15 00:00:00
9930,MQC,BBG000PLR443,2006-09-21 00:00:00,2008-04-22 00:00:00
9946,PFI,"",2006-09-26 00:00:00,
9989,PTF,"",2006-10-12 00:00:00,
9906,DBV,"",2006-09-18 00:00:00,
10006,DBU,"",2006-10-13 00:00:00,
9991,PRN,"",2006-10-12 00:00:00,
9923,EEB,"",2006-09-21 00:00:00,
9920,CVY,"",2006-09-21 00:00:00,
9996,PXI,"",2006-10-12 00:00:00,
9994,EBHI,"",2006-10-12 00:00:00,2009-06-25 00:00:00
10016,NEWT,BBG000BH37H2,2006-10-16 00:00:00,
2554,TU,BBG000JFY7K0,2003-09-10 00:00:00,
10104,CPLA,"",2006-11-10 00:00:00,
10141,AGB,"",2006-11-27 00:00:00,2010-05-25 00:00:00
5751,ERS,"",2003-09-10 00:00:00,
7209,DESC,"",2003-12-11 00:00:00,
10071,DRV,"",2006-11-01 00:00:00,2008-09-28 00:00:00
10144,RNIN,"",2006-11-27 00:00:00,2013-05-30 00:00:00
3334,ICTS,"",2003-09-10 00:00:00,2006-10-15 00:00:00
9065,EKD,"",2005-09-28 00:00:00,2006-10-15 00:00:00
12783,SIX,BBG000F4W0M4,2010-06-21 00:00:00,
12539,UNIS,"",2010-02-17 00:00:00,
10018,VRGYV,"",2006-10-16 00:00:00,2006-10-16 00:00:00
3550,DT,BBG000HMCQQ3,2003-09-10 00:00:00,2010-06-20 00:00:00
8129,CSPLF,"",2004-11-08 00:00:00,2006-10-25 00:00:00
7304,LPMA,"",2004-01-29 00:00:00,2006-10-25 00:00:00
10127,MSII,"",2006-11-17 00:00:00,2010-07-21 00:00:00
12540,ENCOD,"",2010-02-17 00:00:00,2010-03-16 00:00:00
5866,CKCM,"",2003-09-10 00:00:00,2006-10-26 00:00:00
1979,CMBC,"",2003-09-10 00:00:00,2006-10-26 00:00:00
2563,DOVP,"",2003-09-10 00:00:00,2006-10-26 00:00:00
9550,PGWC,"",2006-04-21 00:00:00,2006-10-26 00:00:00
8107,TSEMW,"",2004-11-08 00:00:00,2006-10-26 00:00:00
10056,VRGYV,"",2006-10-26 00:00:00,2006-10-26 00:00:00
8850,PETC,"",2005-07-01 00:00:00,2006-10-26 00:00:00
12538,HSWID,"",2010-02-17 00:00:00,2010-03-16 00:00:00
10109,ALAN,"",2006-11-13 00:00:00,2010-08-26 00:00:00
10138,SBM,"",2006-11-27 00:00:00,
10060,VRGYV,"",2006-10-28 00:00:00,2006-10-28 00:00:00
10106,AFSI,"",2006-11-10 00:00:00,
10061,ENCO,"",2006-10-30 00:00:00,2010-10-21 00:00:00
4610,AGAM,"",2003-09-10 00:00:00,2010-11-18 00:00:00
5435,IDR,"",2003-09-10 00:00:00,2006-10-29 00:00:00
10080,MMG,"",2006-11-06 00:00:00,2011-05-01 00:00:00
569,FTHR,"",2003-09-10 00:00:00,2006-10-29 00:00:00
9149,CQP,"",2005-10-31 00:00:00,2006-10-29 00:00:00
4211,RSA,"",2003-09-10 00:00:00,2006-10-29 00:00:00
10105,ALC,"",2006-11-10 00:00:00,2013-07-11 00:00:00
10013,DBN,"",2006-10-13 00:00:00,2011-06-19 00:00:00
10063,VRGYV,"",2006-10-30 00:00:00,2006-10-30 00:00:00
9348,EPCT,"",2006-01-05 00:00:00,2011-09-18 00:00:00
10108,RTS,"",2006-11-13 00:00:00,2011-11-07 00:00:00
10123,SBH,BBG000LR8515,2006-11-17 00:00:00,
12223,ZSTN,BBG000N8D1G2,2009-10-21 00:00:00,2012-04-25 00:00:00
10140,HZK,"",2006-11-27 00:00:00,2012-05-29 00:00:00
10139,GHN,"",2006-11-27 00:00:00,2008-11-17 00:00:00
10117,KBR,BBG000P28YZ6,2006-11-16 00:00:00,
10122,HTZ,BBG00D5SHJH6,2006-11-16 00:00:00,
10129,WLDN,BBG000Q1CKB8,2006-11-21 00:00:00,
6348,PNP,"",2003-09-10 00:00:00,2006-10-31 00:00:00
978,AETH,"",2003-09-10 00:00:00,2006-10-31 00:00:00
8137,SANYY,"",2004-11-08 00:00:00,2006-10-31 00:00:00
7938,VELCF,"",2004-11-08 00:00:00,2006-10-31 00:00:00
16697,OILD,"",2016-06-28 00:00:00,2016-09-08 00:00:00
10126,VQ,"",2006-11-17 00:00:00,2012-10-03 00:00:00
10097,FACE,"",2006-11-09 00:00:00,2012-12-12 00:00:00
6545,KRK,"",2003-09-10 00:00:00,2006-11-01 00:00:00
7888,INCX,"",2004-10-20 00:00:00,2006-11-01 00:00:00
10128,IAR,"",2006-11-20 00:00:00,2008-11-20 00:00:00
10011,SAI,"",2006-10-13 00:00:00,2013-09-29 00:00:00
12225,DOLE,"",2009-10-23 00:00:00,2013-11-03 00:00:00
8499,TRUE,BBG001P6MYV3,2005-03-02 00:00:00,2006-11-12 00:00:00
10086,RYU,BBG00LNL5GK8,2006-11-07 00:00:00,
10073,DUA,"",2006-11-01 00:00:00,2015-03-17 00:00:00
10015,EVX,BBG000Q55682,2006-10-16 00:00:00,
10099,THRM,BBG000BQLM34,2006-11-09 00:00:00,
9862,ZVUEU,"",2006-08-15 00:00:00,2006-11-05 00:00:00
819,JPT,"",2003-09-10 00:00:00,2006-11-05 00:00:00
10094,MFG,BBG000Q85HQ2,2006-11-08 00:00:00,
10118,ALLT,"",2006-11-16 00:00:00,
10010,ULTR,"",2006-10-13 00:00:00,
10077,ORBC,BBG00D8FLGZ2,2006-11-03 00:00:00,
10066,SONA,BBG00L4396X3,2006-11-01 00:00:00,
6257,GLG,"",2003-09-10 00:00:00,2006-11-06 00:00:00
2697,DRRA,"",2003-09-10 00:00:00,2006-11-07 00:00:00
9030,COMB,"",2005-09-20 00:00:00,2006-11-07 00:00:00
10098,XRA,"",2006-11-09 00:00:00,
10100,OB,"",2006-11-09 00:00:00,
10103,MBLX,"",2006-11-10 00:00:00,
10070,CZWID,BBG000NFKDB7,2006-11-01 00:00:00,2006-11-10 00:00:00
10125,FSLR,BBG000BFL116,2006-11-17 00:00:00,
10076,IPHS,BBG00D8FL3K7,2006-11-02 00:00:00,
10065,NEXC,"",2006-11-01 00:00:00,2009-01-12 00:00:00
9888,OCCX,"",2006-09-01 00:00:00,2009-01-15 00:00:00
448,ASE,"",2003-09-10 00:00:00,2006-11-09 00:00:00
5022,FNT,"",2003-09-10 00:00:00,2006-11-09 00:00:00
2453,FSH,"",2003-09-10 00:00:00,2006-11-09 00:00:00
10069,LMC,BBG000PFSLZ3,2006-11-01 00:00:00,2009-04-02 00:00:00
10017,ALAND,"",2006-10-16 00:00:00,2006-11-12 00:00:00
9469,THM,"",2006-03-13 00:00:00,2006-11-12 00:00:00
1555,SIZ,"",2003-09-10 00:00:00,2006-11-12 00:00:00
1095,GFX,"",2003-09-10 00:00:00,2006-11-13 00:00:00
10020,JDSUD,"",2006-10-17 00:00:00,2006-11-13 00:00:00
10114,EBS,BBG000GW06J7,2006-11-15 00:00:00,
10115,QTM,"",2006-11-15 00:00:00,
9681,MXICY,"",2006-06-15 00:00:00,2006-11-14 00:00:00
3264,EZM,BBG000R1PNP2,2003-09-10 00:00:00,
7224,TTE,"",2003-12-17 00:00:00,2006-11-15 00:00:00
4967,NCOG,"",2003-09-10 00:00:00,2006-11-15 00:00:00
10121,VYM,BBG000QBYWJ8,2006-11-16 00:00:00,
7113,MYOG,"",2003-10-30 00:00:00,2006-11-19 00:00:00
10130,AER,"",2006-11-21 00:00:00,
10112,JSC,"",2006-11-14 00:00:00,
10132,FOF,BBG000D3NTK7,2006-11-21 00:00:00,
10091,RYE,"",2006-11-07 00:00:00,
10134,DHG,"",2006-11-22 00:00:00,
10135,NOA,"",2006-11-22 00:00:00,
10136,JBR,"",2006-11-24 00:00:00,
10089,RGI,"",2006-11-07 00:00:00,
10111,JPP,"",2006-11-14 00:00:00,
9267,WTHN,"",2005-12-09 00:00:00,2006-11-26 00:00:00
10082,CYAND,BBG000BGT4D7,2006-11-06 00:00:00,2006-12-05 00:00:00
1895,PTM,"",2003-09-10 00:00:00,
10107,HRVED,"",2006-11-10 00:00:00,2006-12-10 00:00:00
10120,OSCID,"",2006-11-16 00:00:00,2006-12-14 00:00:00
10131,LENSD,"",2006-11-21 00:00:00,2006-12-19 00:00:00
10133,WINNV,"",2006-11-22 00:00:00,2006-12-21 00:00:00
10079,PXX,"",2006-11-03 00:00:00,2007-04-26 00:00:00
10019,UCLP,"",2006-10-17 00:00:00,2007-08-20 00:00:00
10113,MXIC,"",2006-11-15 00:00:00,2007-10-28 00:00:00
4507,HRVE,"",2003-09-10 00:00:00,2007-11-14 00:00:00
10145,EAM,"",2006-11-27 00:00:00,2007-12-06 00:00:00
10137,MYH,"",2006-11-27 00:00:00,2007-12-20 00:00:00
10081,NKV,"",2006-11-06 00:00:00,2008-01-07 00:00:00
10062,ECN,"",2006-10-30 00:00:00,2008-04-07 00:00:00
10124,NMX,"",2006-11-17 00:00:00,2008-08-24 00:00:00
10059,OPTM,"",2006-10-27 00:00:00,2008-09-01 00:00:00
10084,RCD,"",2006-11-07 00:00:00,
10090,RTM,"",2006-11-07 00:00:00,
10092,RYH,"",2006-11-07 00:00:00,
10068,VELC,"",2006-11-01 00:00:00,2009-06-16 00:00:00
7746,OSCI,"",2004-08-05 00:00:00,2009-07-20 00:00:00
1793,ASO,"",2003-09-10 00:00:00,2009-08-03 00:00:00
10158,SAF,"",2006-11-30 00:00:00,2008-09-22 00:00:00
10210,INP,"",2006-12-20 00:00:00,
10096,ACTV,"",2006-11-09 00:00:00,2006-11-27 00:00:00
10167,MNRTP,"",2006-12-05 00:00:00,2010-05-31 00:00:00
10182,ATN,"",2006-12-13 00:00:00,2009-09-29 00:00:00
10241,ETFC,"",2007-01-03 00:00:00,2010-06-01 00:00:00
6031,AWGI,"",2003-09-10 00:00:00,2006-11-28 00:00:00
10173,HLYS,"",2006-12-08 00:00:00,2013-01-24 00:00:00
16698,OILU,"",2016-06-28 00:00:00,2016-09-08 00:00:00
6983,TISI,BBG000BVCV15,2007-01-03 00:00:00,
10170,BLG,"",2006-12-08 00:00:00,2008-10-28 00:00:00
10149,OMAB,BBG000QCR193,2006-11-29 00:00:00,
5511,ISB,"",2003-09-10 00:00:00,2006-11-29 00:00:00
8723,SMU,"",2005-05-25 00:00:00,2006-11-29 00:00:00
10190,OMPI,"",2006-12-14 00:00:00,2013-04-25 00:00:00
10233,MLB,"",2006-12-28 00:00:00,2010-06-27 00:00:00
10147,ETY,BBG000N8WJD5,2006-11-28 00:00:00,
10183,GLS,"",2006-12-14 00:00:00,2010-03-25 00:00:00
10255,MPZ,"",2007-01-08 00:00:00,2008-11-03 00:00:00
5415,ALA,"",2003-09-10 00:00:00,2006-11-30 00:00:00
10165,AEB,"",2006-12-04 00:00:00,
9316,AEO,"",2005-12-22 00:00:00,2006-12-03 00:00:00
1719,NSS,"",2003-09-10 00:00:00,2006-12-03 00:00:00
6975,SGHL,"",2003-09-10 00:00:00,2006-12-03 00:00:00
5817,QMM,"",2003-09-10 00:00:00,2006-12-03 00:00:00
10172,ALGT,BBG000LJS6B8,2006-12-08 00:00:00,
10212,PGZ,BBG004QJF9G8,2006-12-20 00:00:00,
12784,NCOCD,"",2010-06-22 00:00:00,2010-07-20 00:00:00
8537,SAX,"",2005-03-18 00:00:00,2006-12-04 00:00:00
12785,ICOPD,"",2010-06-22 00:00:00,2010-07-20 00:00:00
2306,AKSY,BBG000GF80K7,2003-09-10 00:00:00,2006-12-05 00:00:00
10199,DBTK,"",2006-12-15 00:00:00,2010-07-25 00:00:00
12544,HRBR,"",2010-02-18 00:00:00,2010-09-22 00:00:00
10171,ANW,"",2006-12-08 00:00:00,
14528,BBRY,BBG000CR90K4,2013-02-05 00:00:00,
12227,FCEC,"",2009-10-23 00:00:00,2010-12-12 00:00:00
10196,AIMC,BBG00KDNVN96,2006-12-15 00:00:00,
10213,SOLF,"",2006-12-20 00:00:00,2011-02-14 00:00:00
4886,XKP,"",2003-09-10 00:00:00,2006-12-07 00:00:00
12545,LLEN,BBG00JWV3M93,2010-02-18 00:00:00,2014-04-20 00:00:00
2162,SBIT,"",2003-09-10 00:00:00,2006-12-10 00:00:00
4186,RSB,"",2003-09-10 00:00:00,2006-12-10 00:00:00
6531,RHT,BBG007257GJ7,2006-12-12 00:00:00,
10235,CPSL,"",2006-12-29 00:00:00,2014-05-26 00:00:00
10156,AZC,"",2006-11-30 00:00:00,2014-09-23 00:00:00
10110,TRUED,"",2006-11-13 00:00:00,2006-12-11 00:00:00
10164,PJF,"",2006-12-01 00:00:00,2011-06-15 00:00:00
1958,SDAY,"",2003-09-10 00:00:00,2006-12-11 00:00:00
10082,CYAN,BBG000BGT4D7,2006-12-05 00:00:00,
10179,DCT,"",2006-12-13 00:00:00,
6776,POWI,BBG000BTT3D1,2003-09-10 00:00:00,
10160,PJM,"",2006-12-01 00:00:00,2011-06-15 00:00:00
10185,DVR,BBG000J96T45,2006-12-14 00:00:00,2014-10-29 00:00:00
9214,UA,BBG009DTD8H2,2006-12-18 00:00:00,
7512,FVI,"",2004-04-28 00:00:00,2015-01-08 00:00:00
10186,TOO,"",2006-12-14 00:00:00,
10229,VNV,"",2006-12-26 00:00:00,2011-12-07 00:00:00
10166,PVG,BBG0099S4Q61,2006-12-05 00:00:00,
10227,ELC,BBG000CBC9W3,2006-12-26 00:00:00,2012-01-22 00:00:00
10239,ZN,BBG000RFZLM7,2007-01-03 00:00:00,
10216,PVM,"",2006-12-20 00:00:00,2008-11-03 00:00:00
11738,BPZ,"",2008-10-10 00:00:00,2015-03-02 00:00:00
10175,UXG,"",2006-12-11 00:00:00,2012-01-26 00:00:00
10223,WINN,"",2006-12-22 00:00:00,2012-03-11 00:00:00
12542,SCOK,"",2010-02-18 00:00:00,2015-07-27 00:00:00
10163,ALU,"",2006-12-01 00:00:00,2016-02-24 00:00:00
10197,TAST,BBG00L439KG1,2006-12-15 00:00:00,
10238,ETFCP,"",2007-01-03 00:00:00,2008-11-18 00:00:00
10192,NGRUD,"",2006-12-15 00:00:00,2006-12-17 00:00:00
10209,TSL,"",2006-12-19 00:00:00,
10178,GUID,"",2006-12-13 00:00:00,
10177,KCAP,"",2006-12-12 00:00:00,
10205,FFHL,"",2006-12-19 00:00:00,
10191,NEWS,"",2006-12-14 00:00:00,
10220,ADK,"",2006-12-21 00:00:00,
10231,GLDD,BBG000QT43H8,2006-12-27 00:00:00,
10187,AWO,"",2006-12-14 00:00:00,2008-12-07 00:00:00
10249,TAQ,"",2007-01-05 00:00:00,2008-12-22 00:00:00
10218,CFM,"",2006-12-21 00:00:00,2006-12-21 00:00:00
4532,MTLG,"",2003-09-10 00:00:00,2006-12-21 00:00:00
10234,IMP,"",2006-12-29 00:00:00,2008-12-28 00:00:00
10214,MVE,"",2006-12-20 00:00:00,2009-02-18 00:00:00
10211,DSUP,"",2006-12-20 00:00:00,2009-04-28 00:00:00
10206,OCLS,"",2006-12-19 00:00:00,2006-12-25 00:00:00
10224,NDPR,"",2006-12-22 00:00:00,2006-12-25 00:00:00
10222,NDPX,"",2006-12-22 00:00:00,2006-12-25 00:00:00
10188,WSFG,BBG000HG8444,2006-12-14 00:00:00,2009-05-20 00:00:00
10245,DBO,"",2007-01-05 00:00:00,
10151,JMBA,"",2006-11-29 00:00:00,
12226,IPCI,"",2009-10-23 00:00:00,
1044,CNCT,"",2003-09-10 00:00:00,2006-12-28 00:00:00
2828,OLAB,"",2003-09-10 00:00:00,2006-12-28 00:00:00
6039,ITLA,"",2003-09-10 00:00:00,2006-12-28 00:00:00
10154,NLST,BBG000BBSKC4,2006-11-30 00:00:00,
10247,DBB,BBG00KHRGZP5,2007-01-05 00:00:00,
8166,SECDP,"",2004-11-08 00:00:00,2007-01-02 00:00:00
1420,SBGA,"",2003-09-10 00:00:00,2007-01-02 00:00:00
9155,NKT,"",2005-11-02 00:00:00,2007-01-02 00:00:00
10252,DGL,"",2007-01-05 00:00:00,
2884,CLH,"",2003-09-10 00:00:00,2007-01-04 00:00:00
10194,CSD,"",2006-12-15 00:00:00,
7927,HCO,"",2004-11-05 00:00:00,2007-01-07 00:00:00
10219,CRGID,"",2006-12-21 00:00:00,2007-01-22 00:00:00
10240,WAVEV,"",2007-01-03 00:00:00,2007-01-22 00:00:00
10228,ASTTD,"",2006-12-26 00:00:00,2007-01-24 00:00:00
10208,RWX,BBG000Q8TD76,2006-12-19 00:00:00,
10248,DBE,"",2007-01-05 00:00:00,
10153,APE,"",2006-11-29 00:00:00,2007-06-12 00:00:00
10215,PKW,BBG00KHRKXN7,2006-12-20 00:00:00,
10232,GLDDW,"",2006-12-27 00:00:00,2007-07-19 00:00:00
10200,DEF,"",2006-12-15 00:00:00,
5591,BMN,"",2003-09-10 00:00:00,2007-11-04 00:00:00
10162,PGF,"",2006-12-01 00:00:00,
10244,FMDAD,"",2007-01-04 00:00:00,2008-01-01 00:00:00
10203,EBC,"",2006-12-18 00:00:00,2008-01-08 00:00:00
10230,CFM,"",2006-12-26 00:00:00,2008-01-21 00:00:00
10221,CKK,"",2006-12-22 00:00:00,2008-01-21 00:00:00
10207,PLTE,"",2006-12-19 00:00:00,2008-01-27 00:00:00
10246,DBA,BBG00KHRGZM8,2007-01-05 00:00:00,
140,TPC,"",2003-09-10 00:00:00,2008-02-24 00:00:00
10174,MRI,"",2006-12-08 00:00:00,2008-03-06 00:00:00
10251,DBS,"",2007-01-05 00:00:00,
10243,THN,"",2007-01-04 00:00:00,2008-03-18 00:00:00
10198,USBE,"",2006-12-15 00:00:00,2008-03-31 00:00:00
6886,ATAR,"",2003-09-10 00:00:00,2008-05-08 00:00:00
10254,EMVL,"",2007-01-08 00:00:00,2008-06-15 00:00:00
10155,DCR,"",2006-11-30 00:00:00,2008-06-25 00:00:00
10181,MEDE,"",2006-12-13 00:00:00,2008-08-14 00:00:00
10150,JMBAU,"",2006-11-29 00:00:00,2009-06-23 00:00:00
10152,JMBAW,"",2006-11-29 00:00:00,2009-06-23 00:00:00
8175,FUJI,BBG000BB7D24,2006-12-08 00:00:00,2009-08-02 00:00:00
365,AMV,"",2003-09-10 00:00:00,2009-08-02 00:00:00
10201,BPOM,"",2006-12-18 00:00:00,2007-01-07 00:00:00
270,BESI,BBG000KB2KY8,2003-09-10 00:00:00,2007-01-07 00:00:00
7094,SONT,"",2003-10-23 00:00:00,2007-01-07 00:00:00
10267,BZP,"",2007-01-12 00:00:00,2008-10-08 00:00:00
208,THER,BBG000BT60N1,2003-09-10 00:00:00,2013-02-04 00:00:00
10291,EPEXP,"",2007-01-25 00:00:00,2009-10-12 00:00:00
7610,PDSN,"",2004-06-10 00:00:00,2007-01-09 00:00:00
7244,VSGN,"",2003-12-22 00:00:00,2009-10-22 00:00:00
10351,SSRX,"",2007-02-07 00:00:00,2013-05-29 00:00:00
10260,GBF,BBG000RG3K60,2007-01-11 00:00:00,
10362,CHIP,"",2007-02-09 00:00:00,2009-11-10 00:00:00
10371,COINU,"",2007-02-13 00:00:00,2010-02-15 00:00:00
10324,UYG,BBG000QXF181,2007-02-01 00:00:00,
10335,DUG,BBG00JX89DM2,2007-02-01 00:00:00,
12547,PCEF,"",2010-02-19 00:00:00,
10338,URE,BBG000QXLPJ9,2007-02-01 00:00:00,
4303,GGY,"",2003-09-10 00:00:00,2007-01-15 00:00:00
12548,CSLS,"",2010-02-22 00:00:00,
10358,SDXC,"",2007-02-08 00:00:00,2010-05-03 00:00:00
10353,VMED,"",2007-02-08 00:00:00,2013-06-09 00:00:00
10377,GPR,"",2007-02-15 00:00:00,2013-08-20 00:00:00
12786,BRAZ,"",2010-06-22 00:00:00,
10285,ORIT,"",2007-01-24 00:00:00,2010-06-23 00:00:00
10202,MWAVD,"",2006-12-18 00:00:00,2007-01-17 00:00:00
10275,MVO,BBG000C0DP78,2007-01-19 00:00:00,
10812,MAG,BBG000DHNG15,2016-06-28 00:00:00,
10256,LQ,"",2007-01-09 00:00:00,2007-01-21 00:00:00
454,CTZN,"",2003-09-10 00:00:00,2010-02-21 00:00:00
10283,WAVE,"",2007-01-23 00:00:00,2010-07-22 00:00:00
8264,AKRX,BBG00CKGMZZ5,2007-02-12 00:00:00,
10378,SLRY,"",2007-02-15 00:00:00,2010-10-03 00:00:00
12550,TORMD,BBG000HN0B23,2010-02-22 00:00:00,2010-03-19 00:00:00
6679,FUL,BBG000BJZ7V7,2003-09-10 00:00:00,
10354,OPTR,"",2007-02-08 00:00:00,2013-10-24 00:00:00
12549,MTLKD,"",2010-02-22 00:00:00,2010-03-21 00:00:00
10298,GDL,BBG000LKPFC7,2007-01-26 00:00:00,
10308,ALLBD,"",2007-01-31 00:00:00,2011-02-15 00:00:00
10309,HMNA,"",2007-01-31 00:00:00,2011-05-15 00:00:00
10313,AHII,"",2007-01-31 00:00:00,2011-06-12 00:00:00
10312,DEP,"",2007-01-31 00:00:00,2011-09-07 00:00:00
10286,TWM,BBG00JVYGJ91,2007-01-25 00:00:00,
10366,FXY,"",2007-02-13 00:00:00,
10257,PRD,"",2007-01-09 00:00:00,2011-12-19 00:00:00
10273,FRPT,"",2007-01-18 00:00:00,2011-12-20 00:00:00
10268,TSEMG,"",2007-01-16 00:00:00,2009-10-28 00:00:00
10347,MIF,"",2007-02-05 00:00:00,2012-02-01 00:00:00
10300,AOD,"",2007-01-26 00:00:00,
10357,VMEDW,"",2007-02-08 00:00:00,2009-10-28 00:00:00
10325,SDP,BBG00KHRFRJ1,2007-02-01 00:00:00,
10305,EXK,BBG000K2HB18,2007-01-29 00:00:00,
12228,SGS,"",2009-10-26 00:00:00,2012-04-29 00:00:00
10331,UYM,BBG000QXDC07,2007-02-01 00:00:00,
6234,AOF,"",2003-09-10 00:00:00,2007-01-28 00:00:00
10310,ESEA,"",2007-01-31 00:00:00,
10334,UPW,BBG000QXG0T9,2007-02-01 00:00:00,
1964,SCCO,BBG000BSHH72,2010-02-18 00:00:00,
10296,SBB,BBG000BFLFP9,2007-01-25 00:00:00,
10336,SZK,BBG00JYSLT75,2007-02-01 00:00:00,
10349,SNTA,"",2007-02-06 00:00:00,
10311,HF,"",2007-01-31 00:00:00,
10375,RDNT,BBG000CXSF54,2007-02-14 00:00:00,
2423,HLTH,BBG000RW6YG1,2003-09-10 00:00:00,
10315,EIG,BBG000DJX7Q3,2007-01-31 00:00:00,
10345,TTO,"",2007-02-02 00:00:00,2012-12-02 00:00:00
10272,OSBK,"",2007-01-18 00:00:00,2009-10-28 00:00:00
10271,HBNK,"",2007-01-17 00:00:00,2015-04-19 00:00:00
10297,QQQX,BBG007SRSSN7,2007-01-26 00:00:00,
10327,SRS,BBG00JSBM9Y2,2007-02-01 00:00:00,
10292,RWM,BBG000BFC544,2007-01-25 00:00:00,
10350,CENTA,BBG000KTYB56,2007-02-06 00:00:00,
5137,RMI,"",2003-09-10 00:00:00,2015-08-06 00:00:00
10364,III,BBG000Q218R8,2007-02-12 00:00:00,
10373,QQXT,BBG000QX2SL1,2007-02-14 00:00:00,
10332,XTNT,"",2007-02-01 00:00:00,
10360,NGLS,"",2007-02-09 00:00:00,2016-02-17 00:00:00
10359,NCMI,BBG00G9JXG65,2007-02-08 00:00:00,
10355,MLNX,"",2007-02-08 00:00:00,
10266,LGCY,"",2007-01-12 00:00:00,
10352,JASO,"",2007-02-07 00:00:00,
3483,DTAS,"",2003-09-10 00:00:00,2007-01-31 00:00:00
6007,TXUI,"",2003-09-10 00:00:00,2007-01-31 00:00:00
10242,ATARD,"",2007-01-04 00:00:00,2007-01-31 00:00:00
10343,MGH,"",2007-02-02 00:00:00,
10344,TA,BBG00K9PSM74,2007-02-02 00:00:00,
459,DSP,"",2003-09-10 00:00:00,2007-02-01 00:00:00
10333,UXI,BBG000QXF9K0,2007-02-01 00:00:00,
10339,UCC,BBG000QXL9Y8,2007-02-01 00:00:00,
10264,IEI,BBG000QN0RR1,2007-01-11 00:00:00,
1894,DGIN,"",2003-09-10 00:00:00,2007-02-06 00:00:00
10290,SAA,BBG000BB6SX8,2007-01-25 00:00:00,
10363,FIG,"",2007-02-09 00:00:00,
8264,AKN,BBG00CKGMZZ5,2004-11-24 00:00:00,2007-02-12 00:00:00
3347,BRB,BBG000BN2T64,2003-09-10 00:00:00,2007-02-11 00:00:00
10372,USQ,"",2007-02-14 00:00:00,2008-11-19 00:00:00
707,INBP,BBG000CPQS00,2007-02-09 00:00:00,2009-02-26 00:00:00
10303,CHQ,"",2007-01-29 00:00:00,2009-03-16 00:00:00
10317,AUSA,"",2007-01-31 00:00:00,2009-04-01 00:00:00
10287,MMPI,"",2007-01-25 00:00:00,2009-04-06 00:00:00
10269,VRYAD,"",2007-01-17 00:00:00,2007-02-13 00:00:00
3646,RRA,"",2003-09-10 00:00:00,2007-02-14 00:00:00
10337,ESGRD,"",2007-02-01 00:00:00,2007-03-01 00:00:00
10374,RADID,"",2007-02-14 00:00:00,2007-03-14 00:00:00
10348,APP,"",2007-02-05 00:00:00,2007-09-03 00:00:00
10282,HHB,"",2007-01-23 00:00:00,2007-10-25 00:00:00
10279,HHD,"",2007-01-23 00:00:00,2007-10-25 00:00:00
10278,HHE,"",2007-01-23 00:00:00,2007-10-25 00:00:00
10284,HHV,"",2007-01-23 00:00:00,2007-10-25 00:00:00
10301,ISOT,"",2007-01-26 00:00:00,2007-10-29 00:00:00
10304,FRH,"",2007-01-29 00:00:00,2007-11-04 00:00:00
10320,FMDA,"",2007-02-01 00:00:00,2007-12-02 00:00:00
10299,CGK,"",2007-01-26 00:00:00,2008-02-10 00:00:00
10289,APK,"",2007-01-25 00:00:00,2008-02-20 00:00:00
10370,SKN,"",2007-02-13 00:00:00,2008-03-09 00:00:00
10379,QRR,"",2007-02-15 00:00:00,2008-03-16 00:00:00
10274,MWAV,"",2007-01-18 00:00:00,2008-04-02 00:00:00
10342,MLD,"",2007-02-02 00:00:00,2008-04-08 00:00:00
10306,AZB,"",2007-01-30 00:00:00,2008-07-20 00:00:00
10367,CPBR,"",2007-02-13 00:00:00,2008-09-10 00:00:00
10369,CPBRU,"",2007-02-13 00:00:00,2008-09-14 00:00:00
10368,CPBRW,"",2007-02-13 00:00:00,2008-09-14 00:00:00
10263,CIU,BBG000QN1YR5,2007-01-11 00:00:00,
10329,ROM,BBG000QXKPR1,2007-02-01 00:00:00,
10321,REW,"",2007-02-01 00:00:00,
10322,UGE,BBG000QXDNP6,2007-02-01 00:00:00,
10318,RXL,BBG000QXKCL6,2007-02-01 00:00:00,
10330,SMN,"",2007-02-01 00:00:00,
10340,SSG,"",2007-02-01 00:00:00,
10384,UDN,"",2007-02-20 00:00:00,
10259,TLH,BBG000QN16D1,2007-01-11 00:00:00,
10383,JBS,"",2007-02-16 00:00:00,2009-06-16 00:00:00
