securityid,ticker,figi,mindate,maxdate
3858,ACU,BBG000BB3LM8,2003-09-10 00:00:00,
3820,ONCY,BBG000DVS826,2003-09-10 00:00:00,
3904,EPIC,"",2003-09-10 00:00:00,2011-05-16 00:00:00
3915,CPD,"",2003-09-10 00:00:00,2011-06-14 00:00:00
3874,FFF,"",2003-09-10 00:00:00,2005-06-12 00:00:00
12890,MDMD,"",2010-08-11 00:00:00,2011-07-26 00:00:00
3788,SPIL,"",2003-09-10 00:00:00,2024-05-18 00:00:00
3923,KGT,"",2003-09-10 00:00:00,2005-07-24 00:00:00
3775,NSO,"",2003-09-10 00:00:00,2005-09-11 00:00:00
10121,ALLT,"",2006-11-16 00:00:00,
3811,PLXS,BBG000BRBX66,2003-09-10 00:00:00,
3827,BL,"",2003-09-10 00:00:00,2007-05-01 00:00:00
3886,FLC,BBG000PN2918,2003-09-10 00:00:00,
3835,COY,"",2003-09-10 00:00:00,2013-11-17 00:00:00
3825,HIG,BBG000G0Z878,2003-09-10 00:00:00,
3906,MDU,BBG000BNX3R4,2003-09-10 00:00:00,
11088,ROIC,BBG000TP7D24,2009-11-09 00:00:00,
3816,AIA,BBG000TVYW56,2003-09-10 00:00:00,
3826,TCI,BBG000BN38Z7,2003-09-10 00:00:00,
3842,TSCO,BBG000BLXZN1,2003-09-10 00:00:00,
3854,PATK,BBG000BQSBB2,2003-09-10 00:00:00,
3894,HWG,"",2003-09-10 00:00:00,2014-05-18 00:00:00
3882,HSM,"",2003-09-10 00:00:00,2012-04-01 00:00:00
3847,NPSN,"",2003-09-10 00:00:00,2007-06-07 00:00:00
3841,LUV,BBG000BNJHS8,2003-09-10 00:00:00,
3828,EMC,BBG01GJX6FP3,2003-09-10 00:00:00,
3823,KSK,"",2003-09-10 00:00:00,2012-06-05 00:00:00
3793,WNI,"",2003-09-10 00:00:00,2012-06-10 00:00:00
3776,FFH,BBG000GTW565,2003-09-10 00:00:00,2009-12-09 00:00:00
3890,FIC,BBG000DW76Y6,2003-09-10 00:00:00,2009-08-19 00:00:00
3912,WXH,"",2003-09-10 00:00:00,2007-07-01 00:00:00
12324,ANTF,"",2009-11-09 00:00:00,2009-12-28 00:00:00
3913,BCL,"",2003-09-10 00:00:00,2010-01-31 00:00:00
3818,BOO,"",2003-09-10 00:00:00,2007-07-01 00:00:00
12325,ARR,"",2009-11-09 00:00:00,2010-01-31 00:00:00
3832,JEF,BBG000BNHSP9,2003-09-10 00:00:00,
3909,MGB,"",2003-09-10 00:00:00,2010-01-31 00:00:00
3861,ALL,BBG000BVMGF2,2003-09-10 00:00:00,
3821,SRTI,"",2003-09-10 00:00:00,2005-11-24 00:00:00
3868,EVBN,BBG000CB1FM2,2003-09-10 00:00:00,
3838,CLCT,BBG00JYV4RS8,2003-09-10 00:00:00,2024-05-18 00:00:00
3783,APOL,"",2003-09-10 00:00:00,2024-05-18 00:00:00
16689,SELB,BBG001J19Q25,2016-06-22 00:00:00,2023-11-14 00:00:00
3852,IVV,BBG000BVZ4F5,2003-09-10 00:00:00,
3791,GNLB,"",2003-09-10 00:00:00,2005-12-18 00:00:00
3893,CTU,"",2003-09-10 00:00:00,2008-09-01 00:00:00
3813,LKI,"",2003-09-10 00:00:00,2010-07-01 00:00:00
3857,SKO,"",2003-09-10 00:00:00,2005-12-28 00:00:00
3824,CLD,"",2003-09-10 00:00:00,2007-08-15 00:00:00
3892,RMTR,"",2003-09-10 00:00:00,2012-11-20 00:00:00
3804,OLG,"",2003-09-10 00:00:00,2006-02-05 00:00:00
12323,ROICW,"",2009-11-09 00:00:00,2012-12-13 00:00:00
3872,TWTC,"",2003-09-10 00:00:00,2014-11-02 00:00:00
3782,GBBK,"",2003-09-10 00:00:00,2007-09-30 00:00:00
3897,CVT,BBG000BGSBF0,2003-09-10 00:00:00,2006-03-01 00:00:00
3864,AA,BBG00B3T3HD3,2003-09-10 00:00:00,
3916,SEMI,BBG016DNB828,2003-09-10 00:00:00,
3845,COCO,"",2003-09-10 00:00:00,2015-02-16 00:00:00
3822,BHM,BBG0146YWXC8,2003-09-10 00:00:00,
22028,VELO,"",2021-04-15 00:00:00,2022-12-20 00:00:00
3786,RMI,"",2003-09-10 00:00:00,2015-08-06 00:00:00
3907,TLD,"",2003-09-10 00:00:00,2006-04-19 00:00:00
3853,MAG,"",2003-09-10 00:00:00,2015-09-02 00:00:00
3895,MRD,"",2003-09-10 00:00:00,2024-05-18 00:00:00
3785,NVAX,BBG000NVSBL7,2003-09-10 00:00:00,
3885,TRF,BBG000Q8RQ97,2003-09-10 00:00:00,2015-11-22 00:00:00
3914,BLT,"",2003-09-10 00:00:00,2016-04-12 00:00:00
3899,UBH,"",2003-09-10 00:00:00,2008-01-01 00:00:00
3887,RTH,BBG000D8RYC0,2003-09-10 00:00:00,
3903,DGSE,"",2003-09-10 00:00:00,2024-05-18 00:00:00
3925,NTT,BBG000BS0NL1,2003-09-10 00:00:00,2024-05-18 00:00:00
3901,ATR,BBG000BGX2S0,2003-09-10 00:00:00,
12888,DTYL,"",2010-08-11 00:00:00,2024-05-18 00:00:00
3809,OKSB,"",2003-09-10 00:00:00,2024-05-18 00:00:00
3888,TPS,"",2003-09-10 00:00:00,2024-05-18 00:00:00
3837,BCR,BBG00JVYHK60,2003-09-10 00:00:00,2024-05-18 00:00:00
3790,CHR,"",2003-09-10 00:00:00,2008-01-07 00:00:00
3917,FSBK,"",2003-09-10 00:00:00,2024-05-18 00:00:00
3863,MNP,"",2003-09-10 00:00:00,2024-05-18 00:00:00
10665,BWV,BBG000R87JP6,2007-05-23 00:00:00,2024-05-18 00:00:00
3896,WTZ,"",2003-09-10 00:00:00,2006-05-03 00:00:00
3787,SGY,"",2003-09-10 00:00:00,2024-05-18 00:00:00
3831,HT,BBG00GSP3DX0,2003-09-10 00:00:00,2024-05-18 00:00:00
3792,TCB,"",2003-09-10 00:00:00,2024-05-18 00:00:00
3779,SGF,"",2003-09-10 00:00:00,2024-05-18 00:00:00
3810,AIRM,"",2003-09-10 00:00:00,2024-05-18 00:00:00
12889,DTUL,"",2010-08-11 00:00:00,2024-05-18 00:00:00
3795,DEL,"",2003-09-10 00:00:00,2024-05-18 00:00:00
3902,TSU,BBG000BNYGJ3,2003-09-10 00:00:00,2024-05-18 00:00:00
3920,SCL,BBG000BSMFN2,2003-09-10 00:00:00,
3921,SHLO,BBG000BH8CK2,2003-09-10 00:00:00,2024-05-18 00:00:00
3922,TRC,BBG000BVK3V5,2003-09-10 00:00:00,
3908,TPC,"",2003-09-10 00:00:00,2008-02-24 00:00:00
3803,HSP,"",2003-09-10 00:00:00,2003-09-23 00:00:00
3848,TRYF,"",2003-09-10 00:00:00,2004-01-19 00:00:00
3859,MWI,"",2003-09-10 00:00:00,2004-02-29 00:00:00
3877,PBIX,"",2003-09-10 00:00:00,2004-06-09 00:00:00
3911,MEDT,"",2003-09-10 00:00:00,2004-06-30 00:00:00
3851,BYS,"",2003-09-10 00:00:00,2004-08-01 00:00:00
3800,CXSN,"",2003-09-10 00:00:00,2004-08-19 00:00:00
3812,SPLN,"",2003-09-10 00:00:00,2004-12-12 00:00:00
3884,NCFC,"",2003-09-10 00:00:00,2004-12-15 00:00:00
3891,PTEK,"",2003-09-10 00:00:00,2005-01-02 00:00:00
3883,IVIL,"",2003-09-10 00:00:00,2006-05-15 00:00:00
3869,WGBC,"",2003-09-10 00:00:00,2006-09-21 00:00:00
3808,LCBM,"",2003-09-10 00:00:00,2008-03-26 00:00:00
3830,GIF,"",2003-09-10 00:00:00,2008-04-07 00:00:00
3855,GBTB,"",2003-09-10 00:00:00,2008-04-30 00:00:00
3918,MFBC,"",2003-09-10 00:00:00,2008-07-20 00:00:00
3843,ZIF,"",2003-09-10 00:00:00,2008-09-23 00:00:00
3850,ALKS,"",2003-09-10 00:00:00,
3965,HBC,BBG000C1K7N0,2003-09-10 00:00:00,2013-11-15 00:00:00
3942,TAC,BBG000BBR1G3,2003-09-10 00:00:00,
4036,KFS,BBG000NV74Z1,2003-09-10 00:00:00,
4058,CHDX,"",2003-09-10 00:00:00,2014-09-29 00:00:00
3992,SMTS,"",2003-09-10 00:00:00,2010-07-28 00:00:00
3856,IKN,"",2003-09-10 00:00:00,2008-11-02 00:00:00
4005,MXN,"",2003-09-10 00:00:00,2014-10-05 00:00:00
26605,DSYWW,"",2024-06-07 00:00:00,
3988,IDC,"",2003-09-10 00:00:00,2010-07-29 00:00:00
16691,TWLO,BBG0029ZX840,2016-06-22 00:00:00,
3939,ITLA,"",2003-09-10 00:00:00,2006-12-28 00:00:00
4040,BCV,BBG000BB76H3,2003-09-10 00:00:00,
3978,CTZN,"",2003-09-10 00:00:00,2010-02-21 00:00:00
3991,BSX,BBG000C0LW92,2003-09-10 00:00:00,
3973,CPF,BBG000BG4LG3,2003-09-10 00:00:00,
4072,SF,BBG000BSS5C0,2003-09-10 00:00:00,
3990,SLNK,"",2003-09-10 00:00:00,2007-03-26 00:00:00
3927,TOD,"",2003-09-10 00:00:00,2011-02-15 00:00:00
3949,AGM,BBG000G8ZKY4,2003-09-10 00:00:00,
3935,WGNB,"",2003-09-10 00:00:00,2009-09-02 00:00:00
3975,MLJ,"",2003-09-10 00:00:00,2007-04-01 00:00:00
3974,INTT,BBG000BNGH56,2003-09-10 00:00:00,
12327,RIH,"",2009-11-10 00:00:00,2011-10-27 00:00:00
22030,GSEV,BBG00Z0X5H51,2021-04-15 00:00:00,2022-12-15 00:00:00
4032,LC,BBG001YKDND6,2003-09-10 00:00:00,
16690,DXTR,BBG00D6TSWP3,2016-06-22 00:00:00,2017-12-12 00:00:00
3986,MEG,BBG005Q29TZ4,2003-09-10 00:00:00,
4049,PPDI,"",2003-09-10 00:00:00,2011-12-05 00:00:00
3953,PRK,BBG000DCV3T6,2003-09-10 00:00:00,
3936,VPF,"",2003-09-10 00:00:00,2012-01-24 00:00:00
8448,ECGID,"",2005-02-10 00:00:00,2005-03-10 00:00:00
3952,KVL,"",2003-09-10 00:00:00,2007-09-26 00:00:00
3954,PV,"",2003-09-10 00:00:00,2007-10-04 00:00:00
4009,ADX,BBG000BB8MR6,2003-09-10 00:00:00,
4007,TKLC,"",2003-09-10 00:00:00,2012-01-29 00:00:00
3994,BMA,BBG000Q44W43,2003-09-10 00:00:00,
3967,PBA,BBG001732GF9,2003-09-10 00:00:00,2004-09-30 00:00:00
3946,TRCR,"",2003-09-10 00:00:00,2012-04-26 00:00:00
3999,PTSI,BBG000BRQJZ9,2003-09-10 00:00:00,
3951,FFDF,BBG000GHLDQ4,2003-09-10 00:00:00,2012-06-10 00:00:00
3982,PBR,BBG000BS6FX9,2003-09-10 00:00:00,
4071,METG,"",2003-09-10 00:00:00,2005-03-31 00:00:00
3985,CIK,BBG000G894K4,2003-09-10 00:00:00,
3963,KVHI,BBG000C1TMY6,2003-09-10 00:00:00,
3940,IWW,BBG000C183Y1,2003-09-10 00:00:00,2014-12-22 00:00:00
4022,HDWR,"",2003-09-10 00:00:00,2005-04-05 00:00:00
3970,BLW,BBG000PLYMY2,2003-09-10 00:00:00,
3987,PNF,BBG000BK5VB6,2003-09-10 00:00:00,
3979,DWSN,BBG000BD1DT7,2003-09-10 00:00:00,
3947,TSBK,BBG000C0B093,2003-09-10 00:00:00,
4045,VYYO,"",2003-09-10 00:00:00,2008-03-25 00:00:00
3960,NXP,BBG000CPMYC8,2003-09-10 00:00:00,
4061,HED,"",2003-09-10 00:00:00,2008-03-31 00:00:00
6598,CGI,BBG000BC8305,2009-11-11 00:00:00,2024-05-18 00:00:00
3971,PENX,"",2003-09-10 00:00:00,2015-03-11 00:00:00
4003,HEI,BBG000BL16Q7,2003-09-10 00:00:00,
4016,CLSR,"",2003-09-10 00:00:00,2005-06-05 00:00:00
3998,NTN,"",2003-09-10 00:00:00,2024-05-18 00:00:00
4038,PXLW,"",2003-09-10 00:00:00,2008-06-03 00:00:00
4010,CWEI,"",2003-09-10 00:00:00,2024-05-18 00:00:00
3961,CRV,"",2003-09-10 00:00:00,2015-08-19 00:00:00
4065,CHA,BBG000PCNQN7,2003-09-10 00:00:00,2024-05-18 00:00:00
3182,EST,"",2003-09-10 00:00:00,2009-11-08 00:00:00
4011,NMT,BBG000BGT3D9,2003-09-10 00:00:00,
3995,COHR,BBG000BLW102,2003-09-10 00:00:00,
3938,IRW,"",2003-09-10 00:00:00,2008-06-08 00:00:00
3931,SPPX,"",2003-09-10 00:00:00,2008-09-03 00:00:00
4015,BRO,BBG000BWSGF4,2003-09-10 00:00:00,
12329,GDXJ,BBG000PTYMS2,2009-11-11 00:00:00,
3928,WWCA,"",2003-09-10 00:00:00,2005-07-31 00:00:00
3934,PHX,BBG000C38CT3,2003-09-10 00:00:00,
3945,SPN,"",2003-09-10 00:00:00,2024-05-18 00:00:00
4026,VARI,"",2003-09-10 00:00:00,2010-05-16 00:00:00
4047,MIM,"",2003-09-10 00:00:00,2012-06-17 00:00:00
4024,PRA,BBG000FBWYH0,2003-09-10 00:00:00,
4027,CAT,BBG000BF0K17,2003-09-10 00:00:00,
3944,RPF,"",2003-09-10 00:00:00,2009-12-20 00:00:00
3964,CAMD,"",2003-09-10 00:00:00,2010-01-27 00:00:00
22031,CGAU,BBG000QWM2M7,2021-04-15 00:00:00,
4001,ATPG,"",2003-09-10 00:00:00,2012-08-28 00:00:00
4066,DMCX,"",2003-09-10 00:00:00,2005-11-06 00:00:00
3962,KCP,"",2003-09-10 00:00:00,2012-09-25 00:00:00
4000,ACV,BBG008HMBD22,2003-09-10 00:00:00,
3943,RIGL,BBG000BPWTW7,2003-09-10 00:00:00,
4052,CMRG,"",2003-09-10 00:00:00,2012-12-04 00:00:00
12326,ROICU,"",2009-11-09 00:00:00,2012-12-13 00:00:00
4037,PROG,BBG007K8X5S6,2003-09-10 00:00:00,2022-05-09 00:00:00
3937,EMD,BBG000BVBPK8,2003-09-10 00:00:00,
3948,YRK,"",2003-09-10 00:00:00,2005-12-11 00:00:00
3929,TAXI,BBG000GPQ7M8,2003-09-10 00:00:00,2016-05-12 00:00:00
4019,LICB,"",2003-09-10 00:00:00,2006-01-02 00:00:00
4030,PTIE,"",2003-09-10 00:00:00,2024-05-18 00:00:00
4008,XLB,BBG000BHNNF7,2003-09-10 00:00:00,
3980,KHI,"",2003-09-10 00:00:00,2024-05-18 00:00:00
3977,MYJ,"",2003-09-10 00:00:00,2024-05-18 00:00:00
4025,GPX,BBG000D9LCX9,2003-09-10 00:00:00,2024-05-18 00:00:00
4053,GWR,BBG00JQB5V92,2003-09-10 00:00:00,2024-05-18 00:00:00
4046,UBA,BBG00JQC0D68,2003-09-10 00:00:00,2024-05-18 00:00:00
12328,ZAGG,BBG00JNKCGW4,2009-11-10 00:00:00,2024-05-18 00:00:00
4034,DKV,"",2003-09-10 00:00:00,2006-01-04 00:00:00
4055,WY,BBG000BX3BL3,2003-09-10 00:00:00,
3957,PIO,"",2003-09-10 00:00:00,2006-01-22 00:00:00
4068,CHFC,BBG00KD8ZH61,2003-09-10 00:00:00,2024-05-18 00:00:00
3950,CYTR,"",2003-09-10 00:00:00,2024-05-18 00:00:00
4059,KWR,BBG000DZS2L9,2003-09-10 00:00:00,
4060,F,BBG000BQPC32,2003-09-10 00:00:00,
4044,PFIN,"",2003-09-10 00:00:00,2024-05-18 00:00:00
4013,KCJ,"",2003-09-10 00:00:00,2006-03-19 00:00:00
4056,ZAPS,"",2003-09-10 00:00:00,2003-10-13 00:00:00
3981,MEXP,"",2003-09-10 00:00:00,2003-12-04 00:00:00
3968,WHC,"",2003-09-10 00:00:00,2004-01-20 00:00:00
4021,SCP,BBG000BSNRS0,2003-09-10 00:00:00,2004-04-25 00:00:00
3932,TCNJ,"",2003-09-10 00:00:00,2004-05-16 00:00:00
4064,BNBN,"",2003-09-10 00:00:00,2004-05-27 00:00:00
4043,OHP,"",2003-09-10 00:00:00,2004-08-01 00:00:00
4067,PSON,"",2003-09-10 00:00:00,2004-08-31 00:00:00
4051,SZB,BBG000BLFL43,2003-09-10 00:00:00,2006-03-28 00:00:00
3984,BDSI,BBG00JPYG9M5,2003-09-10 00:00:00,2004-11-08 00:00:00
3993,ACLA,"",2003-09-10 00:00:00,2004-12-12 00:00:00
4054,MIKN,"",2003-09-10 00:00:00,2005-01-03 00:00:00
3941,SAF,"",2003-09-10 00:00:00,2006-04-09 00:00:00
4031,VASO,"",2003-09-10 00:00:00,2006-05-25 00:00:00
3956,XKD,"",2003-09-10 00:00:00,2006-07-24 00:00:00
4073,STIZ,"",2003-09-10 00:00:00,2006-09-12 00:00:00
4050,SIF,BBG000BSYVL6,2003-09-10 00:00:00,
4006,NVH,"",2003-09-10 00:00:00,2006-10-12 00:00:00
4063,REY,"",2003-09-10 00:00:00,2006-10-26 00:00:00
4023,MANU,"",2003-09-10 00:00:00,
4035,JHX,BBG000C1HL99,2003-09-10 00:00:00,
4083,LIFE,BBG001J2P692,2003-09-10 00:00:00,2024-06-05 00:00:00
4096,MTW,BBG000D2M6H4,2003-09-10 00:00:00,
26606,WAY,BBG01JRQSDB9,2024-06-07 00:00:00,
19663,KRT,BBG00Q9MSFC7,2021-04-15 00:00:00,
4080,NE,"",2003-09-10 00:00:00,
4090,MJD,"",2003-09-10 00:00:00,2006-11-23 00:00:00
4145,NSDB,"",2003-09-10 00:00:00,2005-02-21 00:00:00
4130,CI,BBG00KXRCDP0,2003-09-10 00:00:00,
4168,WFC,BBG000BWQFY7,2003-09-10 00:00:00,
4160,DCX,"",2003-09-10 00:00:00,2010-08-30 00:00:00
4105,GEMP,"",2003-09-10 00:00:00,2007-01-28 00:00:00
4144,MPR,"",2003-09-10 00:00:00,2013-08-27 00:00:00
4189,CYPB,"",2003-09-10 00:00:00,2011-01-13 00:00:00
4082,KCO,"",2003-09-10 00:00:00,2007-02-13 00:00:00
4208,CLK,"",2003-09-10 00:00:00,2007-03-12 00:00:00
4192,LVB,"",2003-09-10 00:00:00,2013-09-19 00:00:00
4138,USB,BBG000FFDM15,2003-09-10 00:00:00,
4202,V,BBG000PSKYX7,2003-09-10 00:00:00,
4174,BTO,BBG000DH1TW7,2003-09-10 00:00:00,
8450,SVR,"",2005-02-10 00:00:00,2011-01-13 00:00:00
4116,JH,"",2003-09-10 00:00:00,2007-05-01 00:00:00
4162,EGP,BBG000BHRBT4,2003-09-10 00:00:00,
4150,TARR,"",2003-09-10 00:00:00,2009-01-21 00:00:00
4183,PVFC,"",2003-09-10 00:00:00,2013-10-13 00:00:00
4175,GBCB,"",2003-09-10 00:00:00,2003-10-20 00:00:00
4149,MRK,BBG000BPD168,2003-09-10 00:00:00,
4076,FMN,BBG000CTZS48,2003-09-10 00:00:00,
4159,SPRT,"",2003-09-10 00:00:00,2024-05-18 00:00:00
4112,HD,BBG000BKZB36,2003-09-10 00:00:00,
4113,RES,BBG000BS3047,2003-09-10 00:00:00,
4204,WRO,"",2003-09-10 00:00:00,2005-06-01 00:00:00
4104,ABV,"",2003-09-10 00:00:00,2013-11-10 00:00:00
4151,AEP,BBG000BB9KF2,2003-09-10 00:00:00,
4206,VSH,BBG000BWKB81,2003-09-10 00:00:00,
4214,SGA,BBG000F9R281,2003-09-10 00:00:00,
4220,BGP,"",2003-09-10 00:00:00,2011-02-16 00:00:00
4119,CG,BBG000BH3F20,2003-09-10 00:00:00,
4155,TMO,BBG000BVDLH9,2003-09-10 00:00:00,
4078,HAN,"",2003-09-10 00:00:00,2007-08-22 00:00:00
4167,ROH,"",2003-09-10 00:00:00,2009-04-01 00:00:00
4129,TUP,BBG000GQ1G25,2003-09-10 00:00:00,
12330,CHOPW,"",2009-11-11 00:00:00,2011-03-21 00:00:00
4163,ACBA,"",2003-09-10 00:00:00,2009-04-20 00:00:00
4077,FRED,BBG000CQ8K32,2003-09-10 00:00:00,2024-05-18 00:00:00
4176,TOPP,"",2003-09-10 00:00:00,2007-10-14 00:00:00
4205,PCU,BBG000BSHH72,2003-09-10 00:00:00,2010-02-18 00:00:00
3477,IAO,"",2003-09-10 00:00:00,2010-02-25 00:00:00
4120,MC,BBG000RNBH63,2003-09-10 00:00:00,
4141,CW,BBG000BGSPS5,2003-09-10 00:00:00,
4215,XFP,"",2003-09-10 00:00:00,2014-05-05 00:00:00
4109,PAI,BBG000BQR5D4,2003-09-10 00:00:00,
4211,MUE,BBG000BK9173,2003-09-10 00:00:00,
4184,YANB,"",2003-09-10 00:00:00,2007-10-28 00:00:00
4111,EVV,BBG000BLYM40,2003-09-10 00:00:00,
4210,MAHI,BBG000BNM2F1,2003-09-10 00:00:00,2005-08-09 00:00:00
4100,SSCC,"",2003-09-10 00:00:00,2011-05-30 00:00:00
4212,PAYX,BBG000BQSQ38,2003-09-10 00:00:00,
4125,HPI,BBG000BDH0T8,2003-09-10 00:00:00,
4203,VNWI,"",2003-09-10 00:00:00,2005-08-14 00:00:00
4126,PHCC,"",2003-09-10 00:00:00,2005-10-16 00:00:00
12332,PSID,"",2009-11-11 00:00:00,2011-09-01 00:00:00
4182,EZU,BBG000CS4KW0,2003-09-10 00:00:00,
4223,ZOLL,"",2003-09-10 00:00:00,2012-04-29 00:00:00
4103,VTP,"",2003-09-10 00:00:00,2005-12-04 00:00:00
12892,INXX,"",2010-08-11 00:00:00,2024-05-18 00:00:00
22033,GSEVW,BBG00Z0YXMT1,2021-04-15 00:00:00,2022-12-15 00:00:00
4139,HH,"",2003-09-10 00:00:00,2024-05-18 00:00:00
4173,SAL,"",2003-09-10 00:00:00,2024-05-18 00:00:00
4194,PLMD,"",2003-09-10 00:00:00,2007-10-31 00:00:00
4186,FRME,BBG000BBSJ28,2003-09-10 00:00:00,
4081,CYL,"",2003-09-10 00:00:00,2006-01-26 00:00:00
4089,HOMZ,BBG00NLMS587,2003-09-10 00:00:00,
4177,ETS,"",2003-09-10 00:00:00,2006-03-01 00:00:00
4164,BFR,BBG00JPYGNN3,2003-09-10 00:00:00,2019-06-17 00:00:00
4121,CHF,"",2003-09-10 00:00:00,2007-11-26 00:00:00
4110,ZLC,"",2003-09-10 00:00:00,2014-05-29 00:00:00
4148,FFBH,"",2003-09-10 00:00:00,2014-06-02 00:00:00
4135,ITMN,"",2003-09-10 00:00:00,2014-09-29 00:00:00
4117,PIA,"",2003-09-10 00:00:00,2012-10-14 00:00:00
4213,REAL,BBG004FPDNZ6,2003-09-10 00:00:00,
4091,PAX,"",2003-09-10 00:00:00,2006-04-02 00:00:00
12894,KH,"",2010-08-11 00:00:00,2012-11-01 00:00:00
4197,SMF,"",2003-09-10 00:00:00,2014-11-16 00:00:00
4131,CIT,BBG00JPW01R8,2003-09-10 00:00:00,2024-05-18 00:00:00
4095,FCZA,"",2003-09-10 00:00:00,2015-05-03 00:00:00
4191,FDP,"",2003-09-10 00:00:00,
4114,UPC,"",2003-09-10 00:00:00,
4093,TMX,BBG006R6JWS2,2003-09-10 00:00:00,2022-10-12 00:00:00
4180,SPY,BBG000BDTBL9,2003-09-10 00:00:00,
4178,IFCB,"",2003-09-10 00:00:00,2006-04-30 00:00:00
4102,MCB,"",2003-09-10 00:00:00,2009-07-29 00:00:00
4216,CLST,BBG00ZMYKX53,2003-09-10 00:00:00,
4185,ATH,"",2003-09-10 00:00:00,2022-01-02 00:00:00
4170,PR,"",2003-09-10 00:00:00,2006-08-27 00:00:00
4198,HME,"",2003-09-10 00:00:00,2015-10-07 00:00:00
4226,DSK,"",2003-09-10 00:00:00,2007-12-03 00:00:00
12331,CHOP,"",2009-11-11 00:00:00,2015-11-24 00:00:00
4165,DJE,"",2003-09-10 00:00:00,2008-01-30 00:00:00
4098,ISIS,"",2003-09-10 00:00:00,2015-12-21 00:00:00
4207,CHI,BBG000D8GTW1,2003-09-10 00:00:00,
4181,WMI,BBG000BWVSR1,2003-09-10 00:00:00,2009-08-06 00:00:00
22032,VELOW,"",2021-04-15 00:00:00,2022-12-20 00:00:00
4128,COHT,"",2003-09-10 00:00:00,2008-02-27 00:00:00
4092,PKY,"",2003-09-10 00:00:00,2024-05-18 00:00:00
4156,AHR,BBG01L820CZ4,2003-09-10 00:00:00,
4123,DLK,"",2003-09-10 00:00:00,2008-03-04 00:00:00
4115,AF,"",2003-09-10 00:00:00,2024-05-18 00:00:00
4086,KCC,"",2003-09-10 00:00:00,2024-05-18 00:00:00
4218,AIN,BBG000BRWWH3,2003-09-10 00:00:00,
1601,PPX,"",2003-09-10 00:00:00,2024-05-18 00:00:00
4222,GPM,"",2003-09-10 00:00:00,2024-05-18 00:00:00
12893,STPP,"",2010-08-11 00:00:00,2024-05-18 00:00:00
4199,ITT,BBG00CVQZQ96,2003-09-10 00:00:00,
4099,MHLX,"",2003-09-10 00:00:00,2003-11-05 00:00:00
4087,FWC,"",2003-09-10 00:00:00,2003-11-13 00:00:00
4153,HGPI,BBG000C3KTD9,2003-09-10 00:00:00,2003-12-11 00:00:00
4147,SEHI,"",2003-09-10 00:00:00,2004-01-15 00:00:00
4158,PUMA,"",2003-09-10 00:00:00,2004-02-17 00:00:00
4097,FNC,"",2003-09-10 00:00:00,2004-03-08 00:00:00
4217,SFFC,"",2003-09-10 00:00:00,2004-03-11 00:00:00
4154,HTHR,"",2003-09-10 00:00:00,2004-06-06 00:00:00
4106,NBSI,"",2003-09-10 00:00:00,2004-08-31 00:00:00
4084,BHAG,"",2003-09-10 00:00:00,2004-08-31 00:00:00
4143,EEGL,"",2003-09-10 00:00:00,2004-09-22 00:00:00
4196,BGY,"",2003-09-10 00:00:00,2004-09-28 00:00:00
4122,CMPC,"",2003-09-10 00:00:00,2004-10-03 00:00:00
4195,XLA,"",2003-09-10 00:00:00,2004-11-14 00:00:00
4101,IONA,"",2003-09-10 00:00:00,2008-09-14 00:00:00
4190,EEM,BBG000M0P5L2,2003-09-10 00:00:00,
4075,EWN,BBG000BK4FC1,2003-09-10 00:00:00,
4219,APOG,BBG000BC6L61,2003-09-10 00:00:00,
26607,ETHD,BBG01N6CT9B2,2024-06-07 00:00:00,
4229,AJG,BBG000BBHXQ3,2003-09-10 00:00:00,
4328,CPB,BBG000BG4202,2003-09-10 00:00:00,
4267,CFFI,BBG000BYN5H7,2003-09-10 00:00:00,
4230,WWW,BBG000BX2YN2,2003-09-10 00:00:00,
3714,RWY,"",2003-09-10 00:00:00,2006-11-15 00:00:00
4336,ICOS,"",2003-09-10 00:00:00,2007-01-29 00:00:00
8451,IHTT,"",2005-02-10 00:00:00,2005-02-14 00:00:00
4260,APT,BBG000C1H7Y2,2003-09-10 00:00:00,
4344,PCBK,"",2003-09-10 00:00:00,2024-05-18 00:00:00
4373,NENG,"",2003-09-10 00:00:00,2010-09-30 00:00:00
4273,AMH,BBG003NXJNH6,2003-09-10 00:00:00,
4266,APCC,"",2003-09-10 00:00:00,2007-02-14 00:00:00
4298,MBLA,"",2003-09-10 00:00:00,2007-03-12 00:00:00
4244,PBT,BBG000BQV317,2003-09-10 00:00:00,
4375,EL,BBG000FKJRC5,2003-09-10 00:00:00,
4337,MDCC,"",2003-09-10 00:00:00,2007-03-26 00:00:00
4268,CGS,"",2003-09-10 00:00:00,2005-05-30 00:00:00
4346,CXP,BBG00JRSWV12,2003-09-10 00:00:00,2004-02-01 00:00:00
4249,MO,BBG000BP6LJ8,2003-09-10 00:00:00,
4279,IASG,"",2003-09-10 00:00:00,2007-04-02 00:00:00
4275,CLWT,"",2003-09-10 00:00:00,
4253,GEL,BBG000BM3HK5,2003-09-10 00:00:00,
4353,JZZ,"",2003-09-10 00:00:00,2007-04-04 00:00:00
4231,GSLI,"",2003-09-10 00:00:00,2005-06-05 00:00:00
4324,SRP,"",2003-09-10 00:00:00,2008-11-19 00:00:00
4312,KCN,"",2003-09-10 00:00:00,2007-04-19 00:00:00
4284,CREO,"",2003-09-10 00:00:00,2005-06-15 00:00:00
